"name","state","state_code","type","degree_length","room_and_board","in_state_tuition","in_state_total","out_of_state_tuition","out_of_state_total","total_enrollment","rank","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent","women","native_american","asian","black","hispanic","pacific_islander","white","two_more_races","unkown","foreign","total_minority"
"Northwest University","Washington","WA","Private","4 Year",8630,31540,40170,31540,40170,NA,16,50900,89000,51,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northwest Vista College","Texas","TX","Public","2 Year",NA,2720,2720,13730,13730,15797,NA,NA,NA,NA,NA,8608,39,509,847,9050,47,4413,650,210,32,11142
"Northwest-Shoals Community College","Alabama","AL","Public","2 Year",NA,4695,4695,8565,8565,3891,NA,NA,NA,NA,NA,2154,31,13,437,138,2,3133,4,120,13,625
"Northwestern College","Iowa","IA","Private","4 Year",9200,31100,40300,31100,40300,NA,18,44800,82400,42,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northwestern College","Illinois","IL","For Profit","2 Year",12402,18485,30887,18485,30887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northwestern Connecticut Community College","Connecticut","CT","Public","2 Year",NA,4404,4404,13172,13172,1614,NA,NA,NA,NA,NA,1109,1,27,42,138,2,1309,32,62,1,242
"Northwestern Health Sciences University","Minnesota","MN","Private","4 Year",NA,13380,13380,13380,13380,879,NA,NA,NA,NA,NA,435,2,44,9,20,0,749,8,24,23,83
"Northwestern Michigan College","Michigan","MI","Public","2 Year",8750,4174,12924,9611,18361,4502,NA,NA,NA,NA,NA,2400,80,33,50,114,5,3783,103,292,42,385
"Northwestern Oklahoma State University","Oklahoma","OK","Public","4 Year",4780,7036,11816,14153,18933,2166,18,42200,76800,55,11,1266,137,15,136,150,10,1408,11,167,132,459
"Northwestern Polytechnic University","California","CA","Private","4 Year",6000,10700,16700,10700,16700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northwestern State University","Louisiana","LA","Public","4 Year",8884,8580,17464,19368,28252,9002,NA,NA,NA,NA,NA,6220,144,70,2383,418,9,5338,297,254,89,3321
"Northwestern University","Illinois","IL","Private","4 Year",16626,54567,71193,54567,71193,21554,2,63400,115400,46,20,10109,22,2865,1058,1662,12,10394,702,1502,3337,6321
"Northwood University: Michigan","Michigan","MI","Private","4 Year",10480,27060,37540,27060,37540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Norwalk Community College","Connecticut","CT","Public","2 Year",NA,4399,4399,13167,13167,6363,NA,NA,NA,NA,NA,3652,10,274,1180,2108,13,2224,72,359,123,3657
"Norwich University","Vermont","VT","Private","4 Year",13840,40016,53856,40016,53856,3672,3,57000,99100,51,20,745,14,85,200,249,12,2785,144,142,41,704
"Nossi College of Art","Tennessee","TN","For Profit","2 Year",NA,17700,17700,17700,17700,261,NA,NA,NA,NA,NA,152,0,3,38,12,0,208,0,0,0,53
"Notre Dame College","Ohio","OH","Private","4 Year",9980,30160,40140,30160,40140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Notre Dame de Namur University","California","CA","Private","4 Year",14494,35350,49844,35350,49844,1982,NA,NA,NA,NA,NA,1398,12,234,116,573,50,666,78,175,78,1063
"Notre Dame of Maryland University","Maryland","MD","Private","4 Year",11850,36900,48750,36900,48750,2764,23,48300,86400,58,3,2388,22,188,631,113,6,1715,0,58,31,960
"Nova Southeastern University","Florida","FL","Private","4 Year",13250,30900,44150,30900,44150,24148,14,50200,89800,60,9,16836,42,1491,5374,6150,13,7942,428,1739,969,13498
"Nueta Hidatsa Sahnish College","North Dakota","ND","Public","2 Year",NA,3870,3870,3870,3870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nunez Community College","Louisiana","LA","Public","2 Year",NA,4175,4175,7674,7674,2617,NA,NA,NA,NA,NA,1668,17,69,1008,141,5,1057,62,252,6,1302
"Nyack College","New York","NY","Private","4 Year",9450,25350,34800,25350,34800,2896,NA,NA,NA,NA,NA,1730,7,360,904,777,6,552,45,84,161,2099
"O'More College of Design","Tennessee","TN","Private","4 Year",NA,29880,29880,29880,29880,172,NA,NA,NA,NA,NA,148,3,8,9,6,0,128,0,18,0,26
"Oak Hills Christian College","Minnesota","MN","Private","4 Year",6984,17314,24298,17314,24298,141,NA,NA,NA,NA,NA,77,5,2,3,4,0,126,0,0,1,14
"Oakland City University","Indiana","IN","Private","4 Year",9900,24000,33900,24000,33900,2086,NA,NA,NA,NA,NA,1180,5,4,57,36,1,1831,18,117,17,121
"Oakland Community College","Michigan","MI","Public","2 Year",NA,2960,2960,5540,5540,24031,NA,NA,NA,NA,NA,13584,103,782,5821,694,51,14115,647,839,979,8098
"Oakland University","Michigan","MI","Public","4 Year",10100,12606,22706,24230,34330,20519,9,51300,93300,49,19,11927,79,955,1601,565,17,15136,492,1024,650,3709
"Oakton Community College","Illinois","IL","Public","2 Year",NA,4292,4292,13375,13375,10589,NA,NA,NA,NA,NA,5506,17,1895,611,1675,82,5520,295,493,1,4575
"Oakwood University","Alabama","AL","Private","4 Year",9312,16720,26032,16720,26032,1939,15,43500,78800,71,16,1103,11,9,1629,47,0,28,0,66,149,1696
"Oberlin College","Ohio","OH","Private","4 Year",16338,55054,71392,55054,71392,2978,13,53100,96800,47,21,1647,3,124,154,215,2,2071,168,23,218,666
"Occidental College","California","CA","Private","4 Year",15496,54686,70182,54686,70182,2040,NA,NA,NA,NA,NA,1133,2,254,90,303,5,1034,188,44,120,842
"Ocean County College","New Jersey","NJ","Public","2 Year",NA,4515,4515,7695,7695,9296,NA,NA,NA,NA,NA,5182,24,166,539,904,22,7002,143,425,71,1798
"Odessa College","Texas","TX","Public","2 Year",5412,2794,8206,5450,10862,5059,NA,NA,NA,NA,NA,3159,26,48,189,2823,4,1534,1,378,56,3091
"Oglala Lakota College","South Dakota","SD","Public","4 Year",NA,3560,3560,3560,3560,1427,NA,NA,NA,NA,NA,999,1361,1,0,6,1,53,0,5,0,1369
"Oglethorpe University","Georgia","GA","Private","4 Year",13200,38100,51300,38100,51300,1094,6,52400,91400,50,12,638,3,43,202,113,0,368,29,270,66,390
"Ohio Christian University","Ohio","OH","Private","4 Year",8076,23306,31382,23306,31382,4058,NA,NA,NA,NA,NA,2527,16,23,1107,90,0,2053,78,673,18,1314
"Ohio Dominican University","Ohio","OH","Private","4 Year",10948,31080,42028,31080,42028,2707,NA,NA,NA,NA,NA,1624,6,35,471,68,6,1891,77,135,18,663
"Ohio Northern University","Ohio","OH","Private","4 Year",11650,32260,43910,32260,43910,3695,6,54400,103900,49,22,1889,4,56,113,40,3,2875,105,267,232,321
"Ohio State University Agricultural Technical Institute","Ohio","OH","Public","2 Year",8696,7658,16354,27674,36370,702,NA,NA,NA,NA,NA,319,0,1,6,10,0,658,12,15,0,29
"Ohio State University: Columbus Campus","Ohio","OH","Public","4 Year",12434,10726,23160,30742,43176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio State University: Lima Campus","Ohio","OH","Public","4 Year",NA,7644,7644,27660,27660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio State University: Mansfield Campus","Ohio","OH","Public","4 Year",8094,7644,15738,27660,35754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio State University: Marion Campus","Ohio","OH","Public","4 Year",NA,7644,7644,27660,27660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio State University: Newark Campus","Ohio","OH","Public","4 Year",9268,7644,16912,27660,36928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio Technical College","Ohio","OH","For Profit","2 Year",NA,28544,28544,28544,28544,1073,NA,NA,NA,NA,NA,66,2,9,182,64,2,763,32,16,3,291
"Ohio University","Ohio","OH","Public","4 Year",11830,12192,24022,21656,33486,29217,NA,NA,NA,NA,NA,16965,43,355,1488,754,21,23337,821,555,1843,3482
"Ohio University: Chillicothe Campus","Ohio","OH","Public","4 Year",NA,5060,5060,9596,9596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio University: Eastern Campus","Ohio","OH","Public","4 Year",NA,4830,4830,6742,6742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio University: Lancaster Campus","Ohio","OH","Public","4 Year",NA,5490,5490,8482,8482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio University: Southern Campus at Ironton","Ohio","OH","Public","4 Year",NA,4872,4872,6718,6718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio University: Zanesville Campus","Ohio","OH","Public","4 Year",NA,5490,5490,8482,8482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio Valley University","West Virginia","WV","Private","4 Year",7980,21900,29880,21900,29880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio Wesleyan University","Ohio","OH","Private","4 Year",12430,45760,58190,45760,58190,1734,9,51300,99200,46,21,927,1,40,116,72,0,1255,79,46,125,308
"Ohlone College","California","CA","Public","2 Year",NA,1419,1419,8409,8409,11318,NA,NA,NA,NA,NA,5322,20,3564,452,2193,88,2180,523,1947,351,6840
"Ohr Somayach Tanenbaum Education Center","New York","NY","Private","4 Year",9000,9000,18000,9000,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oklahoma Baptist University","Oklahoma","OK","Private","4 Year",7350,28258,35608,28258,35608,1979,19,43900,76600,62,8,1164,107,17,118,45,5,1390,159,64,74,451
"Oklahoma Christian University","Oklahoma","OK","Private","4 Year",8190,22760,30950,22760,30950,2475,7,49700,87900,57,41,1143,48,203,308,142,1,1619,153,1,0,855
"Oklahoma City Community College","Oklahoma","OK","Public","2 Year",NA,4059,4059,9810,9810,13444,NA,NA,NA,NA,NA,7767,565,520,1191,1517,33,7871,771,0,976,4597
"Oklahoma City University","Oklahoma","OK","Private","4 Year",8896,31026,39922,31026,39922,3035,7,47700,87900,58,9,1778,87,74,162,203,1,1791,200,20,497,727
"Oklahoma Panhandle State University","Oklahoma","OK","Public","4 Year",4695,8194,12889,9133,13828,1298,20,42300,74400,54,10,714,43,17,135,211,0,796,34,40,22,440
"Oklahoma State University","Oklahoma","OK","Public","4 Year",8549,9019,17568,24539,33088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oklahoma State University Institute of Technology: Okmulgee","Oklahoma","OK","Public","2 Year",6988,5550,12538,11160,18148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oklahoma State University: Oklahoma City","Oklahoma","OK","Public","2 Year",NA,4479,4479,11559,11559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oklahoma Wesleyan University","Oklahoma","OK","Private","4 Year",8644,26956,35600,26956,35600,1345,15,43300,78700,58,1,848,97,5,88,96,3,885,55,40,76,344
"Old Dominion University","Virginia","VA","Public","4 Year",11620,10872,22492,29772,41392,24932,14,50200,89900,52,19,13718,89,995,5980,1578,98,13037,1319,1016,820,10059
"Olivet College","Michigan","MI","Private","4 Year",9590,27700,37290,27700,37290,1058,NA,NA,NA,NA,NA,425,4,7,104,61,0,825,41,5,11,217
"Olivet Nazarene University","Illinois","IL","Private","4 Year",7900,36070,43970,36070,43970,4861,NA,NA,NA,NA,NA,3303,15,168,489,310,8,3762,71,10,28,1061
"Olympic College","Washington","WA","Public","2 Year",5925,4252,10177,4784,10709,7349,NA,NA,NA,NA,NA,3767,87,363,268,489,89,4995,548,408,102,1844
"Onondaga Community College","New York","NY","Public","2 Year",10140,5484,15624,10384,20524,12271,NA,NA,NA,NA,NA,6409,137,343,1531,590,18,6923,344,2317,68,2963
"Oral Roberts University","Oklahoma","OK","Private","4 Year",9450,27728,37178,27728,37178,3481,9,45900,85100,59,8,1956,113,80,565,273,0,1688,154,341,267,1185
"Orange Coast College","California","CA","Public","2 Year",NA,1438,1438,9568,9568,21775,NA,NA,NA,NA,NA,10394,52,4312,346,7394,63,7349,933,370,956,13100
"Orange County Community College","New York","NY","Public","2 Year",NA,5288,5288,9974,9974,6951,NA,NA,NA,NA,NA,4043,25,188,731,1721,9,3785,167,321,4,2841
"Orangeburg-Calhoun Technical College","South Carolina","SC","Public","2 Year",NA,5750,5750,9200,9200,3060,NA,NA,NA,NA,NA,1870,20,29,1686,30,0,1208,11,76,0,1776
"Oregon College of Art & Craft","Oregon","OR","Private","4 Year",NA,34850,34850,34850,34850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oregon Health & Science University","Oregon","OR","Public","4 Year",NA,19176,19176,33666,33666,2861,1,65400,108300,79,10,1861,13,285,35,151,7,2094,113,95,68,604
"Oregon Institute of Technology","Oregon","OR","Public","4 Year",9058,9987,19045,28056,37114,4260,2,61200,106800,60,27,1972,49,232,58,357,27,3128,214,152,43,937
"Oregon State University","Oregon","OR","Public","4 Year",12855,11166,24021,30141,42996,28886,5,56200,104800,53,34,13420,172,1901,395,2101,98,18505,1653,859,3202,6320
"Orleans Technical Institute","Pennsylvania","PA","Private","2 Year",NA,13601,13601,13601,13601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Otero Junior College","Colorado","CO","Public","2 Year",7112,4882,11994,7861,14973,1434,NA,NA,NA,NA,NA,852,16,9,40,386,5,828,44,52,54,500
"Otis College of Art and Design","California","CA","Private","4 Year",15100,44580,59680,44580,59680,1146,NA,NA,NA,NA,NA,772,11,324,48,118,4,279,72,46,244,577
"Ottawa University","Kansas","KS","Private","4 Year",11900,27630,39530,27630,39530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Otterbein University","Ohio","OH","Private","4 Year",11258,31874,43132,31874,43132,2791,NA,NA,NA,NA,NA,1764,9,45,143,39,4,2018,64,414,55,304
"Ouachita Baptist University","Arkansas","AR","Private","4 Year",7880,26790,34670,26790,34670,1501,8,44100,80200,58,18,769,11,13,129,58,1,1251,0,1,37,212
"Our Lady of the Lake College","Louisiana","LA","Private","4 Year",NA,16484,16484,16484,16484,1722,NA,NA,NA,NA,NA,1469,12,60,356,69,3,1188,0,34,0,500
"Our Lady of the Lake University of San Antonio","Texas","TX","Private","4 Year",9602,28740,38342,28740,38342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Owens Community College","Ohio","OH","Public","2 Year",NA,5860,5860,10424,10424,12561,NA,NA,NA,NA,NA,6408,42,147,1534,882,6,9104,313,413,120,2924
"Owensboro Community and Technical College","Kentucky","KY","Public","2 Year",NA,5310,5310,18000,18000,4156,NA,NA,NA,NA,NA,2455,7,35,148,65,4,3726,97,70,4,356
"Oxnard College","California","CA","Public","2 Year",NA,1418,1418,9218,9218,7148,NA,NA,NA,NA,NA,3803,22,381,189,5116,26,1135,204,75,0,5938
"Ozark Christian College","Missouri","MO","Private","4 Year",6160,12620,18780,12620,18780,733,NA,NA,NA,NA,NA,336,5,3,10,27,1,645,29,1,12,75
"Ozarka College","Arkansas","AR","Public","2 Year",NA,3640,3640,6580,6580,1326,NA,NA,NA,NA,NA,958,6,5,8,17,1,1289,0,0,0,37
"Ozarks Technical Community College","Missouri","MO","Public","2 Year",NA,4000,4000,6760,6760,14396,NA,NA,NA,NA,NA,8329,106,228,427,551,15,12357,407,304,1,1734
"Pace University","New York","NY","Private","4 Year",19200,45280,64480,45280,64480,12857,NA,NA,NA,NA,NA,7783,42,1097,1384,1586,11,6015,378,574,1770,4498
"Pace University: Pleasantville/Briarcliff","New York","NY","Private","4 Year",16600,45280,61880,45280,61880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacific Lutheran University","Washington","WA","Private","4 Year",10790,42066,52856,42066,52856,3242,10,54500,98100,53,20,2049,28,218,95,249,24,2181,233,52,162,847
"Pacific Northwest College of Art","Oregon","OR","Private","4 Year",12860,38250,51110,38250,51110,519,15,46300,85000,NA,0,357,7,12,5,27,1,373,62,19,13,114
"Pacific Oaks College","California","CA","Private","4 Year",NA,34830,34830,34830,34830,1176,NA,NA,NA,NA,NA,1082,4,50,152,541,8,318,12,87,4,767
"Pacific States University","California","CA","Private","4 Year",NA,16005,16005,16005,16005,172,NA,NA,NA,NA,NA,84,0,7,0,2,0,2,0,0,161,9
"Pacific Union College","California","CA","Private","4 Year",8310,30060,38370,30060,38370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacific University","Oregon","OR","Private","4 Year",12528,44298,56826,44298,56826,3640,8,50200,94000,66,8,2307,24,507,58,288,56,2086,267,217,137,1200
"Paier College of Art","Connecticut","CT","For Profit","4 Year",NA,18040,18040,18040,18040,129,NA,NA,NA,NA,NA,80,0,4,8,16,0,86,3,12,0,31
"Paine College","Georgia","GA","Private","4 Year",6662,15595,22257,15595,22257,848,NA,NA,NA,NA,NA,424,3,0,754,14,0,18,12,33,14,783
"Palm Beach Atlantic University","Florida","FL","Private","4 Year",10120,31450,41570,31450,41570,3865,NA,NA,NA,NA,NA,2496,12,105,519,649,12,2270,104,56,138,1401
"Palm Beach State College","Florida","FL","Public","2 Year",NA,3030,3030,10890,10890,28517,NA,NA,NA,NA,NA,16133,49,808,6676,7698,55,10863,574,1291,503,15860
"Palo Alto College","Texas","TX","Public","2 Year",NA,2660,2660,13670,13670,8376,NA,NA,NA,NA,NA,5079,26,89,243,5793,14,1787,145,274,5,6310
"Palo Verde College","California","CA","Public","2 Year",NA,1380,1380,9120,9120,3446,NA,NA,NA,NA,NA,859,37,179,439,1280,14,1268,76,153,0,2025
"Palomar College","California","CA","Public","2 Year",NA,1430,1430,9170,9170,24914,NA,NA,NA,NA,NA,11206,224,1643,773,9586,141,10440,1102,750,255,13469
"Pamlico Community College","North Carolina","NC","Public","2 Year",NA,2323,2323,8083,8083,410,NA,NA,NA,NA,NA,211,7,3,115,17,0,256,9,3,0,151
"Panola College","Texas","TX","Public","2 Year",5016,2400,7416,5190,10206,2564,NA,NA,NA,NA,NA,1693,12,11,550,251,0,1640,37,0,63,861
"Paradise Valley Community College","Arizona","AZ","Public","2 Year",NA,2580,2580,9810,9810,8909,NA,NA,NA,NA,NA,5022,134,242,284,1502,22,5325,135,1221,44,2319
"Paris Junior College","Texas","TX","Public","2 Year",5000,2400,7400,5400,10400,5086,NA,NA,NA,NA,NA,3066,97,44,566,631,3,3683,48,2,12,1389
"Park University","Missouri","MO","Private","4 Year",8200,12650,20850,12650,20850,10792,14,48500,85000,56,7,5158,80,267,2014,1337,48,6593,307,0,146,4053
"Parkland College","Illinois","IL","Public","2 Year",NA,4920,4920,15870,15870,8443,NA,NA,NA,NA,NA,4299,39,356,1299,510,3,5044,101,1062,29,2308
"Parsons The New School for Design","New York","NY","Private","4 Year",18000,49847,67847,49847,67847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pasadena City College","California","CA","Public","2 Year",NA,1440,1440,9180,9180,26611,NA,NA,NA,NA,NA,13849,28,6150,1200,12963,33,2460,2523,266,988,22897
"Pasco-Hernando State College","Florida","FL","Public","2 Year",NA,3155,3155,12032,12032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Passaic County Community College","New Jersey","NJ","Public","2 Year",NA,5070,5070,8850,8850,8968,NA,NA,NA,NA,NA,5423,11,482,1372,4638,40,1701,56,613,55,6599
"Patrick Henry College","Virginia","VA","Private","4 Year",10728,27922,38650,27922,38650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patrick Henry Community College","Virginia","VA","Public","2 Year",NA,4730,4730,10658,10658,2853,NA,NA,NA,NA,NA,1690,6,12,689,139,1,1930,67,3,6,914
"Paul D. Camp Community College","Virginia","VA","Public","2 Year",NA,4730,4730,10768,10768,1259,NA,NA,NA,NA,NA,819,11,9,442,38,1,709,40,9,0,541
"Paul Quinn College","Texas","TX","Private","4 Year",6000,8495,14495,8495,14495,273,NA,NA,NA,NA,NA,149,0,0,226,35,0,5,5,1,1,266
"Paul Smith's College","New York","NY","Private","4 Year",12240,28484,40724,28484,40724,892,NA,NA,NA,NA,NA,313,3,1,20,33,0,780,8,44,3,65
"Pearl River Community College","Mississippi","MS","Public","2 Year",4900,3500,8400,5898,10798,4529,NA,NA,NA,NA,NA,2847,16,30,1213,90,0,3086,0,94,0,1349
"Peirce College","Pennsylvania","PA","Private","4 Year",NA,18660,18660,18660,18660,1833,NA,NA,NA,NA,NA,1327,5,36,1235,135,4,357,13,45,3,1428
"Pellissippi State Community College","Tennessee","TN","Public","2 Year",NA,4480,4480,13246,13246,10099,NA,NA,NA,NA,NA,5317,31,172,636,348,18,8397,326,6,165,1531
"Peninsula College","Washington","WA","Public","2 Year",NA,5023,5023,9852,9852,2342,NA,NA,NA,NA,NA,1284,93,39,68,157,6,1410,133,336,100,496
"Penn Commercial Business and Technical School","Pennsylvania","PA","For Profit","2 Year",NA,11809,11809,11809,11809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn State Abington","Pennsylvania","PA","Public","4 Year",8100,14524,22624,23278,31378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn State Altoona","Pennsylvania","PA","Public","4 Year",11570,15198,26768,24450,36020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn State Beaver","Pennsylvania","PA","Public","4 Year",11570,13702,25272,21886,33456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn State Berks","Pennsylvania","PA","Public","4 Year",12730,15198,27928,24450,37180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn State Brandywine","Pennsylvania","PA","Public","4 Year",12180,14468,26648,23028,35208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn State DuBois","Pennsylvania","PA","Public","4 Year",NA,13702,13702,21886,21886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn State Erie, The Behrend College","Pennsylvania","PA","Public","4 Year",11570,15198,26768,24450,36020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn State Fayette, The Eberly Campus","Pennsylvania","PA","Public","4 Year",NA,13702,13702,21886,21886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn State Greater Allegheny","Pennsylvania","PA","Public","4 Year",11570,13702,25272,21886,33456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn State Harrisburg","Pennsylvania","PA","Public","4 Year",13280,15198,28478,24450,37730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penn State Hazleton","Pennsylvania","PA","Public","4 Year",11570,14468,26038,23028,34598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
